Date,Store_ID,Product_Category,Product_ID,Quantity_Sold,Price_per_Unit,Discount per_order,Total_Sales,District,State
6/1/2024,DM011,Clothing,P1728,12,36.4,18%,358.18,Chandigarh,Punjab
4/11/2024,DM020,Groceries,P2284,39,344.55,20%,10749.96,Panaji,Goa
11/30/2024,DM010,Home & Kitchen,P3369,16,290.64,25%,3487.68,Lucknow,Uttar Pradesh
7/22/2024,DM018,Clothing,P9965,21,196.42,26%,3052.37,Shimla,Himachal Pradesh
1/5/2024,DM009,Home & Kitchen,P2877,24,93.08,24%,1697.78,Jaipur,Rajasthan
1/4/2024,DM006,Stationery,P3887,18,286.75,16%,4335.66,Delhi,Delhi
4/7/2024,DM015,Home & Kitchen,P2840,50,133.24,12%,5862.56,Guwahati,Assam
8/14/2024,DM018,Groceries,P2231,3,172.04,2%,505.8,Shimla,Himachal Pradesh
7/7/2024,DM003,Groceries,P1259,3,194.2,6%,547.64,Bangalore,Karnataka
3/14/2024,DM003,Home & Kitchen,P1428,7,128.21,29%,637.2,Bangalore,Karnataka
11/29/2024,DM001,Groceries,P4135,46,225.52,15%,8817.83,Mumbai,Maharashtra
2/28/2024,DM016,Clothing,P7301,10,64.73,26%,479,Thiruvananthapuram,Kerala
6/3/2024,DM002,Home & Kitchen,P1941,30,274.79,19%,6677.4,Pune,Maharashtra
4/18/2024,DM013,Stationery,P3830,31,215.56,8%,6147.77,Patna,Bihar
7/24/2024,DM015,Groceries,P6413,17,170.75,0%,2902.75,Guwahati,Assam
10/19/2024,DM018,Electronics,P9597,26,406.68,27%,7718.79,Shimla,Himachal Pradesh
6/21/2024,DM013,Home & Kitchen,P9044,6,180.56,21%,855.85,Patna,Bihar
11/24/2024,DM015,Electronics,P5637,3,47.13,13%,123.01,Guwahati,Assam
2/25/2024,DM001,Home & Kitchen,P9828,27,372.31,6%,9449.23,Mumbai,Maharashtra
12/23/2024,DM015,Stationery,P4042,16,16.88,25%,202.56,Guwahati,Assam
11/29/2024,DM010,Electronics,P8760,44,403.63,29%,12609.4,Lucknow,Uttar Pradesh
7/12/2024,DM014,Electronics,P3364,45,253.02,1%,11272.04,Bhubaneswar,Odisha
3/30/2024,DM012,Stationery,P3706,33,22.44,11%,659.06,Indore,Madhya Pradesh
6/5/2024,DM014,Groceries,P8212,17,315.3,8%,4931.29,Bhubaneswar,Odisha
11/22/2024,DM006,Home & Kitchen,P6882,6,32.97,24%,150.34,Delhi,Delhi
1/1/2024,DM012,Clothing,P7783,37,130.09,22%,3754.4,Indore,Madhya Pradesh
12/1/2024,DM012,Home & Kitchen,P6975,20,154.96,29%,2200.43,Indore,Madhya Pradesh
7/1/2024,DM001,Groceries,P7358,39,235.14,27%,6694.44,Mumbai,Maharashtra
8/3/2024,DM017,Clothing,P8057,20,119.17,9%,2168.89,Dehradun,Uttarakhand
11/13/2024,DM006,Stationery,P1021,18,397.34,15%,6079.3,Delhi,Delhi
1/27/2024,DM006,Stationery,P8583,18,21.16,26%,281.85,Delhi,Delhi
5/29/2024,DM017,Electronics,P4620,10,478.98,29%,3400.76,Dehradun,Uttarakhand
5/4/2024,DM010,Clothing,P3981,5,52.6,10%,236.7,Lucknow,Uttar Pradesh
2/1/2024,DM018,Groceries,P1504,35,482.23,8%,15527.81,Shimla,Himachal Pradesh
10/30/2024,DM005,Groceries,P6550,11,61.36,16%,566.97,Hyderabad,Telangana
2/25/2024,DM013,Stationery,P4239,28,181.85,12%,4480.78,Patna,Bihar
4/2/2024,DM005,Home & Kitchen,P6493,7,140.25,9%,893.39,Hyderabad,Telangana
8/5/2024,DM004,Electronics,P3217,41,329.28,8%,12420.44,Chennai,Tamil Nadu
3/9/2024,DM002,Groceries,P6400,5,438.3,1%,2169.59,Pune,Maharashtra
10/9/2024,DM009,Clothing,P1152,21,257.72,18%,4437.94,Jaipur,Rajasthan
5/1/2024,DM020,Clothing,P2161,1,423.76,10%,381.38,Panaji,Goa
12/24/2024,DM006,Clothing,P5423,18,119.58,18%,1765,Delhi,Delhi
1/24/2024,DM018,Electronics,P4771,44,198.31,27%,6369.72,Shimla,Himachal Pradesh
11/20/2024,DM002,Clothing,P2835,9,380.94,14%,2948.48,Pune,Maharashtra
10/8/2024,DM005,Electronics,P2608,3,38.28,13%,99.91,Hyderabad,Telangana
8/1/2024,DM003,Electronics,P6731,15,285.85,12%,3773.22,Bangalore,Karnataka
12/2/2024,DM011,Home & Kitchen,P5230,41,332.75,18%,11187.06,Chandigarh,Punjab
12/11/2024,DM003,Home & Kitchen,P7874,46,388.09,18%,14638.75,Bangalore,Karnataka
7/26/2024,DM001,Stationery,P8076,48,26.59,14%,1097.64,Mumbai,Maharashtra
4/27/2024,DM006,Clothing,P9690,24,59.31,24%,1081.81,Delhi,Delhi
2/18/2024,DM008,Stationery,P1151,15,265.09,26%,2942.5,Kolkata,West Bengal
3/16/2024,DM005,Clothing,P1643,27,329.61,5%,8454.5,Hyderabad,Telangana
3/21/2024,DM016,Groceries,P6304,41,209.29,3%,8323.46,Thiruvananthapuram,Kerala
6/26/2024,DM020,Home & Kitchen,P6594,45,63.37,3%,2766.1,Panaji,Goa
6/7/2024,DM002,Clothing,P6732,44,207.86,6%,8597.09,Pune,Maharashtra
1/20/2024,DM020,Groceries,P1802,7,357.07,29%,1774.64,Panaji,Goa
11/17/2024,DM012,Groceries,P3771,12,150.22,22%,1406.06,Indore,Madhya Pradesh
12/15/2024,DM001,Stationery,P7472,23,340.48,27%,5716.66,Mumbai,Maharashtra
7/1/2024,DM018,Home & Kitchen,P7287,24,462.01,13%,9646.77,Shimla,Himachal Pradesh
6/6/2024,DM006,Clothing,P7135,3,44.86,29%,95.55,Delhi,Delhi
4/16/2024,DM001,Stationery,P9852,31,246.24,12%,6717.43,Mumbai,Maharashtra
4/28/2024,DM014,Electronics,P2973,4,355.56,8%,1308.46,Bhubaneswar,Odisha
3/24/2024,DM018,Stationery,P1005,25,489.71,10%,11018.48,Shimla,Himachal Pradesh
1/6/2024,DM006,Groceries,P3635,47,268.4,0%,12614.8,Delhi,Delhi
12/28/2024,DM020,Clothing,P8702,44,416.44,1%,18140.13,Panaji,Goa
8/30/2024,DM009,Electronics,P2687,4,358.28,5%,1361.46,Jaipur,Rajasthan
11/8/2024,DM017,Home & Kitchen,P5300,32,64.11,4%,1969.46,Dehradun,Uttarakhand
5/19/2024,DM004,Groceries,P6151,29,287.01,22%,6492.17,Chennai,Tamil Nadu
1/21/2024,DM015,Clothing,P3578,30,18.71,5%,533.24,Guwahati,Assam
5/16/2024,DM020,Clothing,P9849,23,329.45,22%,5910.33,Panaji,Goa
10/25/2024,DM005,Home & Kitchen,P3343,45,382.67,10%,15498.14,Hyderabad,Telangana
9/22/2024,DM017,Electronics,P7386,24,417.75,24%,7619.76,Dehradun,Uttarakhand
10/21/2024,DM003,Clothing,P8811,8,395.11,12%,2781.57,Bangalore,Karnataka
10/18/2024,DM003,Groceries,P3529,11,306.04,16%,2827.81,Bangalore,Karnataka
7/28/2024,DM009,Groceries,P6427,37,427.93,26%,11716.72,Jaipur,Rajasthan
2/17/2024,DM017,Stationery,P8247,28,166.58,11%,4151.17,Dehradun,Uttarakhand
4/1/2024,DM007,Groceries,P7557,10,115.37,0%,1153.7,Ahmedabad,Gujarat
8/17/2024,DM004,Groceries,P9263,4,193.65,29%,549.97,Chennai,Tamil Nadu
10/3/2024,DM011,Clothing,P6925,14,472.89,14%,5693.6,Chandigarh,Punjab
1/23/2024,DM008,Groceries,P9081,38,492.57,19%,15161.3,Kolkata,West Bengal
4/13/2024,DM007,Groceries,P6149,32,259.34,26%,6141.17,Ahmedabad,Gujarat
9/24/2024,DM013,Stationery,P9778,29,347.12,0%,10066.48,Patna,Bihar
8/6/2024,DM019,Stationery,P5691,13,340.59,17%,3674.97,Ranchi,Jharkhand
12/10/2024,DM006,Electronics,P3624,1,13.71,28%,9.87,Delhi,Delhi
8/12/2024,DM019,Home & Kitchen,P2556,12,362.42,3%,4218.57,Ranchi,Jharkhand
3/20/2024,DM011,Clothing,P8510,33,171.91,19%,4595.15,Chandigarh,Punjab
7/5/2024,DM008,Groceries,P5265,39,148.17,4%,5547.48,Kolkata,West Bengal
6/12/2024,DM013,Electronics,P8307,24,435.49,23%,8047.86,Patna,Bihar
5/23/2024,DM015,Home & Kitchen,P1097,14,35.6,22%,388.75,Guwahati,Assam
10/17/2024,DM008,Home & Kitchen,P9524,36,76.24,6%,2579.96,Kolkata,West Bengal
6/13/2024,DM019,Electronics,P1361,4,101.18,2%,396.63,Ranchi,Jharkhand
2/11/2024,DM020,Stationery,P2089,19,396.88,16%,6334.2,Panaji,Goa
1/15/2024,DM020,Groceries,P7875,6,357.34,18%,1758.11,Panaji,Goa
11/3/2024,DM010,Home & Kitchen,P6762,48,381.99,23%,14118.35,Lucknow,Uttar Pradesh
1/2/2024,DM016,Home & Kitchen,P8501,35,59.83,6%,1968.41,Thiruvananthapuram,Kerala
3/14/2024,DM010,Groceries,P4787,34,176.35,23%,4616.84,Lucknow,Uttar Pradesh
9/13/2024,DM011,Groceries,P7890,32,332.84,5%,10118.34,Chandigarh,Punjab
9/13/2024,DM013,Stationery,P7796,18,457.9,15%,7005.87,Patna,Bihar
7/14/2024,DM018,Home & Kitchen,P7013,23,347.59,27%,5836.04,Shimla,Himachal Pradesh
10/30/2024,DM020,Clothing,P8235,11,252.21,15%,2358.16,Panaji,Goa
8/9/2024,DM009,Groceries,P8597,50,145.75,26%,5392.75,Jaipur,Rajasthan
12/15/2024,DM016,Stationery,P3195,35,201.34,7%,6553.62,Thiruvananthapuram,Kerala
8/13/2024,DM001,Groceries,P9662,19,111.84,6%,1997.46,Mumbai,Maharashtra
6/9/2024,DM009,Electronics,P9938,49,356.84,20%,13988.13,Jaipur,Rajasthan
6/8/2024,DM001,Clothing,P7840,35,288.41,10%,9084.92,Mumbai,Maharashtra
10/14/2024,DM017,Groceries,P2730,34,176.14,23%,4611.35,Dehradun,Uttarakhand
9/21/2024,DM001,Electronics,P3281,42,277.97,10%,10507.27,Mumbai,Maharashtra
10/25/2024,DM012,Clothing,P1078,17,298.23,24%,3853.13,Indore,Madhya Pradesh
8/24/2024,DM005,Clothing,P7104,15,381.79,21%,4524.21,Hyderabad,Telangana
3/14/2024,DM016,Home & Kitchen,P1148,46,422.11,10%,17475.35,Thiruvananthapuram,Kerala
3/24/2024,DM007,Home & Kitchen,P6685,32,199.07,25%,4777.68,Ahmedabad,Gujarat
11/4/2024,DM007,Home & Kitchen,P6724,2,469.83,24%,714.14,Ahmedabad,Gujarat
10/13/2024,DM009,Groceries,P6042,11,292.28,10%,2893.57,Jaipur,Rajasthan
5/6/2024,DM003,Clothing,P7165,44,127.03,14%,4806.82,Bangalore,Karnataka
2/29/2024,DM017,Groceries,P4761,27,260.41,13%,6117.03,Dehradun,Uttarakhand
2/25/2024,DM001,Electronics,P2482,7,188.37,19%,1068.06,Mumbai,Maharashtra
9/28/2024,DM014,Clothing,P9937,28,474.61,0%,13289.08,Bhubaneswar,Odisha
8/7/2024,DM011,Clothing,P5903,19,481.17,16%,7679.47,Chandigarh,Punjab
7/7/2024,DM020,Home & Kitchen,P4052,6,263.6,6%,1486.7,Panaji,Goa
8/21/2024,DM010,Electronics,P8143,30,95.01,15%,2422.76,Lucknow,Uttar Pradesh
6/8/2024,DM016,Stationery,P7945,33,475.58,13%,13653.9,Thiruvananthapuram,Kerala
1/22/2024,DM015,Electronics,P5701,30,359.8,28%,7771.68,Guwahati,Assam
1/23/2024,DM009,Stationery,P2646,47,328.02,5%,14646.09,Jaipur,Rajasthan
12/26/2024,DM020,Stationery,P1005,9,101.16,0%,910.44,Panaji,Goa
9/13/2024,DM004,Groceries,P1064,45,195.59,23%,6777.19,Chennai,Tamil Nadu
6/9/2024,DM014,Stationery,P4078,33,359.62,14%,10206.02,Bhubaneswar,Odisha
5/22/2024,DM002,Electronics,P1671,17,479.13,17%,6760.52,Pune,Maharashtra
3/13/2024,DM015,Groceries,P4675,27,481.42,15%,11048.59,Guwahati,Assam
1/24/2024,DM018,Electronics,P4918,24,301.79,0%,7242.96,Shimla,Himachal Pradesh
8/12/2024,DM001,Home & Kitchen,P7291,34,120.06,22%,3183.99,Mumbai,Maharashtra
2/18/2024,DM013,Stationery,P8751,47,448.7,24%,16027.56,Patna,Bihar
6/19/2024,DM013,Home & Kitchen,P4627,36,191.93,30%,4836.64,Patna,Bihar
7/16/2024,DM016,Groceries,P7994,44,98.73,0%,4344.12,Thiruvananthapuram,Kerala
9/10/2024,DM020,Stationery,P1001,45,19.04,16%,719.71,Panaji,Goa
1/12/2024,DM012,Clothing,P3196,12,261.36,0%,3136.32,Indore,Madhya Pradesh
3/29/2024,DM009,Home & Kitchen,P3881,18,447.4,22%,6281.5,Jaipur,Rajasthan
10/17/2024,DM011,Stationery,P8627,31,15.76,26%,361.53,Chandigarh,Punjab
11/18/2024,DM018,Stationery,P9539,27,71.63,6%,1817.97,Shimla,Himachal Pradesh
4/17/2024,DM020,Home & Kitchen,P1064,42,483.77,20%,16254.67,Panaji,Goa
2/15/2024,DM006,Clothing,P4378,2,188.38,15%,320.25,Delhi,Delhi
8/26/2024,DM012,Clothing,P1902,16,149.3,6%,2245.47,Indore,Madhya Pradesh
1/24/2024,DM009,Groceries,P6978,49,415.43,21%,16081.3,Jaipur,Rajasthan
5/8/2024,DM002,Stationery,P8844,3,19.97,1%,59.31,Pune,Maharashtra
1/6/2024,DM019,Stationery,P6869,5,249.46,26%,923,Ranchi,Jharkhand
5/1/2024,DM006,Home & Kitchen,P9188,47,189.65,12%,7843.92,Delhi,Delhi
7/28/2024,DM003,Electronics,P2820,3,363.62,18%,894.51,Bangalore,Karnataka
3/11/2024,DM006,Home & Kitchen,P8095,8,477.55,21%,3018.12,Delhi,Delhi
7/6/2024,DM016,Electronics,P5441,42,471.34,20%,15837.02,Thiruvananthapuram,Kerala
4/17/2024,DM007,Home & Kitchen,P5398,36,208.02,27%,5466.77,Ahmedabad,Gujarat
6/6/2024,DM012,Groceries,P8005,3,359.39,8%,991.92,Indore,Madhya Pradesh
8/5/2024,DM009,Electronics,P6243,8,299.59,21%,1893.41,Jaipur,Rajasthan
6/5/2024,DM018,Electronics,P5893,26,216.27,23%,4329.73,Shimla,Himachal Pradesh
7/7/2024,DM016,Clothing,P4022,16,218.87,18%,2871.57,Thiruvananthapuram,Kerala
11/3/2024,DM018,Clothing,P9290,33,265.36,12%,7706.05,Shimla,Himachal Pradesh
3/17/2024,DM001,Stationery,P1990,37,364.46,15%,11462.27,Mumbai,Maharashtra
10/24/2024,DM001,Electronics,P4756,40,155.99,30%,4367.72,Mumbai,Maharashtra
12/9/2024,DM004,Electronics,P9023,12,257.71,25%,2319.39,Chennai,Tamil Nadu
2/12/2024,DM014,Electronics,P1099,2,192.43,2%,377.16,Bhubaneswar,Odisha
6/4/2024,DM001,Electronics,P2373,7,409.41,25%,2149.4,Mumbai,Maharashtra
5/7/2024,DM012,Electronics,P9677,12,313.04,2%,3681.35,Indore,Madhya Pradesh
11/2/2024,DM009,Stationery,P2814,28,487.88,6%,12841,Jaipur,Rajasthan
8/3/2024,DM007,Stationery,P5328,12,216.04,9%,2359.16,Ahmedabad,Gujarat
2/24/2024,DM014,Electronics,P4744,15,39.87,22%,466.48,Bhubaneswar,Odisha
8/18/2024,DM008,Home & Kitchen,P1654,20,73.09,10%,1315.62,Kolkata,West Bengal
11/27/2024,DM008,Groceries,P4246,12,197.49,23%,1824.81,Kolkata,West Bengal
12/4/2024,DM001,Home & Kitchen,P4603,5,255.29,1%,1263.69,Mumbai,Maharashtra
10/29/2024,DM009,Clothing,P1976,24,207.67,18%,4086.95,Jaipur,Rajasthan
11/5/2024,DM006,Home & Kitchen,P1494,29,363.63,12%,9279.84,Delhi,Delhi
9/5/2024,DM005,Home & Kitchen,P8575,17,437.62,18%,6100.42,Hyderabad,Telangana
11/22/2024,DM020,Stationery,P6926,44,71.14,18%,2566.73,Panaji,Goa
8/3/2024,DM007,Electronics,P6691,14,333.82,29%,3318.17,Ahmedabad,Gujarat
6/11/2024,DM005,Clothing,P8521,50,19.49,18%,799.09,Hyderabad,Telangana
12/4/2024,DM014,Electronics,P4177,50,164.86,9%,7501.13,Bhubaneswar,Odisha
8/23/2024,DM006,Home & Kitchen,P6738,14,481.61,27%,4922.05,Delhi,Delhi
6/20/2024,DM013,Home & Kitchen,P3567,24,158.43,2%,3726.27,Patna,Bihar
5/4/2024,DM004,Electronics,P3318,38,170.09,14%,5558.54,Chennai,Tamil Nadu
12/31/2024,DM014,Groceries,P3057,23,477.11,0%,10973.53,Bhubaneswar,Odisha
7/11/2024,DM020,Home & Kitchen,P8697,14,254.45,28%,2564.86,Panaji,Goa
5/10/2024,DM012,Electronics,P5513,41,339.35,22%,10852.41,Indore,Madhya Pradesh
11/11/2024,DM007,Groceries,P6956,50,469.45,4%,22533.6,Ahmedabad,Gujarat
11/26/2024,DM009,Electronics,P2945,45,363.09,5%,15522.1,Jaipur,Rajasthan
10/11/2024,DM016,Stationery,P6934,35,45.8,10%,1442.7,Thiruvananthapuram,Kerala
6/15/2024,DM001,Stationery,P5113,22,203.09,25%,3350.99,Mumbai,Maharashtra
2/6/2024,DM016,Clothing,P3148,8,328.13,10%,2362.54,Thiruvananthapuram,Kerala
11/7/2024,DM017,Home & Kitchen,P4222,2,424.43,10%,763.97,Dehradun,Uttarakhand
8/21/2024,DM013,Home & Kitchen,P6295,47,216.17,9%,9245.59,Patna,Bihar
3/29/2024,DM020,Stationery,P7565,46,50.31,0%,2314.26,Panaji,Goa
10/24/2024,DM012,Stationery,P4918,45,414.77,9%,16984.83,Indore,Madhya Pradesh
2/8/2024,DM017,Clothing,P6490,47,254.47,4%,11481.69,Dehradun,Uttarakhand
5/26/2024,DM001,Stationery,P2947,11,293.53,22%,2518.49,Mumbai,Maharashtra
3/4/2024,DM003,Home & Kitchen,P6175,25,257.24,2%,6302.38,Bangalore,Karnataka
5/10/2024,DM001,Electronics,P8416,27,413.16,18%,9147.36,Mumbai,Maharashtra
8/31/2024,DM018,Groceries,P3964,45,334.84,4%,14465.09,Shimla,Himachal Pradesh
5/4/2024,DM007,Home & Kitchen,P6616,31,431.45,10%,12037.45,Ahmedabad,Gujarat
7/16/2024,DM011,Groceries,P1888,10,50.03,6%,470.28,Chandigarh,Punjab
9/26/2024,DM006,Home & Kitchen,P7187,28,65.09,10%,1640.27,Delhi,Delhi
4/18/2024,DM020,Electronics,P9583,12,221.53,28%,1914.02,Panaji,Goa
12/28/2024,DM017,Groceries,P8060,35,433.19,26%,11219.62,Dehradun,Uttarakhand
5/15/2024,DM010,Electronics,P3156,33,248.87,5%,7802.07,Lucknow,Uttar Pradesh
2/10/2024,DM018,Groceries,P6084,41,231.73,13%,8265.81,Shimla,Himachal Pradesh
8/5/2024,DM020,Stationery,P1639,38,125.44,2%,4671.39,Panaji,Goa
4/19/2024,DM010,Electronics,P2195,12,416.51,10%,4498.31,Lucknow,Uttar Pradesh
7/14/2024,DM014,Electronics,P8609,37,498.56,7%,17155.45,Bhubaneswar,Odisha
5/22/2024,DM005,Clothing,P2827,20,38.88,2%,762.05,Hyderabad,Telangana
1/13/2024,DM020,Home & Kitchen,P4021,28,426.06,13%,10378.82,Panaji,Goa
9/7/2024,DM020,Clothing,P1761,26,129.09,12%,2953.58,Panaji,Goa
6/14/2024,DM011,Electronics,P2643,6,214.87,9%,1173.19,Chandigarh,Punjab
9/28/2024,DM002,Stationery,P2168,11,195.29,27%,1568.18,Pune,Maharashtra
4/28/2024,DM010,Stationery,P2106,3,263.56,16%,664.17,Lucknow,Uttar Pradesh
3/31/2024,DM002,Electronics,P2143,29,466.25,24%,10276.15,Pune,Maharashtra
6/14/2024,DM003,Stationery,P8439,48,493.81,7%,22043.68,Bangalore,Karnataka
6/13/2024,DM010,Groceries,P6840,33,34.09,10%,1012.47,Lucknow,Uttar Pradesh
5/2/2024,DM019,Groceries,P1876,32,117.17,4%,3599.46,Ranchi,Jharkhand
7/19/2024,DM009,Groceries,P6696,21,103.04,25%,1622.88,Jaipur,Rajasthan
4/8/2024,DM012,Home & Kitchen,P4750,42,436.07,0%,18314.94,Indore,Madhya Pradesh
9/12/2024,DM016,Electronics,P5908,19,316,0%,6004,Thiruvananthapuram,Kerala
7/30/2024,DM019,Home & Kitchen,P1460,42,84.59,3%,3446.2,Ranchi,Jharkhand
11/25/2024,DM008,Home & Kitchen,P5499,35,127.55,13%,3883.9,Kolkata,West Bengal
1/19/2024,DM019,Home & Kitchen,P5801,19,244.87,25%,3489.4,Ranchi,Jharkhand
10/1/2024,DM017,Groceries,P5136,16,71.34,16%,958.81,Dehradun,Uttarakhand
6/1/2024,DM014,Stationery,P9234,28,422.32,10%,10642.46,Bhubaneswar,Odisha
12/4/2024,DM003,Home & Kitchen,P5230,42,33.56,10%,1268.57,Bangalore,Karnataka
9/29/2024,DM001,Home & Kitchen,P1534,39,131.4,11%,4560.89,Mumbai,Maharashtra
3/25/2024,DM015,Electronics,P2994,7,81.63,20%,457.13,Guwahati,Assam
3/12/2024,DM014,Groceries,P8434,49,119.98,7%,5467.49,Bhubaneswar,Odisha
1/8/2024,DM008,Clothing,P5408,7,499.76,9%,3183.47,Kolkata,West Bengal
10/17/2024,DM008,Clothing,P7534,32,474.43,6%,14270.85,Kolkata,West Bengal
7/26/2024,DM001,Groceries,P7739,50,222.03,6%,10435.41,Mumbai,Maharashtra
